OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10 
+,5663,9066,8687,2168,776,3265,8569,5082,4702,3845
+,1416,5965,793,2046,7633,339,5067,3565,1082,4052
+,8592,2339,9165,2693,1173,8121,9904,6335,3382,8375
+,7185,8696,5882,2235,2383,6810,4096,3631,5227,4089
+,7415,3479,6519,486,2841,6442,7060,8449,8785,2872
+,1708,4682,3343,7618,1423,9788,6012,1791,804,1764
+,3447,1559,9946,1472,9340,4348,8094,5606,2423,1751
+,3181,4616,2087,5948,7521,1079,453,5079,5658,7575
+,8533,9678,7619,8840,1205,5476,8294,3087,7823,4843
+,8802,2194,1470,2599,1522,691,7404,4177,613,2974
+,7002,9350,3112,4893,2337,4264,947,2434,3900,5357
-,948,0,0,0,0,0,0,0,0,0
+,600,2039,9196,607,7262,5860,4190,1217,8641,6228
-,737,0,0,0,0,0,0,0,0,0
+,9311,7725,2501,8,7778,3885,5556,2316,4953,5779
+,7862,9687,4000,5134,7080,1229,4359,8814,1576,4269
+,2535,84,1148,3800,7541,7312,6007,8754,3296,7040
+,2951,5763,9166,217,8731,4745,3569,7453,6111,6489
+,6298,7174,3926,9073,702,6040,3067,2737,6247,6811
+,6333,538,2143,1426,3842,1455,5307,5856,3274,9499
-,441,0,0,0,0,0,0,0,0,0
+,9028,7083,6026,3273,3714,1825,6342,9961,2540,7610
+,181,5445,7093,3587,5872,4310,143,4539,370,556
+,2683,7368,3522,4289,8278,1273,8560,2692,8748,4897
+,3434,4024,9509,3804,6126,3561,2936,4499,7528,5713
+,6473,1350,6911,7606,6427,5110,208,7088,5235,5475
+,184,1561,2519,3562,6815,7560,4859,3772,5255,6566
-,568,0,0,0,0,0,0,0,0,0
+,7168,9496,6073,2328,2277,6249,5511,8295,1963,756
-,124,0,0,0,0,0,0,0,0,0
+,8555,40,6489,1429,4237,1856,6132,7578,3026,5085
+,1142,7261,1856,9767,4025,3844,6264,6632,3944,5540
+,9361,4095,8058,4437,5908,461,4461,7518,4428,8775
-,269,0,0,0,0,0,0,0,0,0
+,7226,3002,7473,9449,3462,7346,8243,8815,5885,2322
+,5285,436,589,4685,1631,3394,4926,9443,2414,717
+,5459,3772,3641,9408,9674,5527,5383,1675,2903,3997
+,4289,7184,375,3010,4180,9637,5087,4222,4540,9079
-,618,0,0,0,0,0,0,0,0,0
+,7338,8635,1190,6107,1757,2365,9720,746,9694,9629
+,835,9033,7770,1726,2168,291,6238,7584,3562,3931
+,7375,9001,4511,403,7388,6277,1860,1071,618,4805
+,9893,2903,2510,5923,9601,3504,4675,5367,6191,9960
+,8552,3443,1102,2811,3919,5660,6367,926,7584,2654
+,4017,2679,7445,3672,5270,4971,964,318,7057,6741
+,1850,9110,6259,6561,1380,968,9498,1313,3290,1870
+,8708,9777,3806,8493,3696,468,7199,9019,4332,1049
+,9353,7063,5098,9314,1361,5806,6782,2623,6158,2452
+,7614,9364,961,494,1811,6658,2635,3518,1342,4172
+,695,3846,1241,3267,8667,8244,448,1107,5983,5360
+,4309,8807,1694,7170,8219,92,1913,7439,1664,4977
-,861,0,0,0,0,0,0,0,0,0
+,7265,3662,1905,4870,6085,5964,6787,9010,2181,2465
+,1007,9996,7021,7364,1462,5195,2838,2046,8947,1062
+,7864,8434,1138,1358,8930,1477,7223,4126,4767,1783
+,4018,2548,6166,1994,4821,434,1122,175,5702,5899
+,9063,7780,5837,3907,4315,8581,2047,5212,4729,6788
+,4294,1623,5710,6413,6608,4083,7122,7249,1558,3801
+,16,1099,6390,4498,7695,7137,8542,9754,8333,9021
-,917,0,0,0,0,0,0,0,0,0
+,5140,3080,2021,2924,87,1092,785,2625,7930,1826
+,2474,815,176,6490,2486,1634,1858,4471,778,4634
+,1127,5315,1575,2034,1209,6809,2776,6379,8613,1692
+,8652,8645,9374,6812,6115,2392,5133,4923,7447,171
+,9564,1843,356,6485,6533,6139,508,9307,3756,1505
-,114,0,0,0,0,0,0,0,0,0
+,8987,1871,8674,4503,5156,8229,253,9028,2527,1283
+,9232,2412,5070,1010,3071,2320,1553,4791,7830,6020
+,2055,4582,5817,3428,4830,1404,4921,5559,9405,6739
+,5813,3683,6576,3151,6591,2368,9967,5708,3474,5298
+,739,3473,8582,6214,4994,3515,128,553,4596,1484
+,6555,4265,3640,7948,6058,9162,3108,5997,6783,9853
+,6063,9326,1102,2154,10000,4429,9671,3421,7443,2793
+,2933,4855,3475,9850,7242,2634,2868,3325,6581,4913
+,7053,7957,8698,8363,8742,4161,7227,922,7977,7880
+,7605,2376,6719,8199,6359,6345,384,3738,8941,1312
+,9913,5516,6977,8703,4288,1957,9540,7313,8055,2054
+,9725,1362,6243,9399,8848,2794,4274,4731,3116,2176
+,8091,4399,5333,1770,9992,6688,362,212,6742,8166
+,6229,6036,9914,9297,1395,4261,7717,4114,7656,0
+,4033,8324,76,6889,5253,3602,6736,7233,3520,218
+,7507,9128,5210,5764,372,8866,3136,2764,7175,3254
+,1149,6424,7230,2544,4674,1544,2902,8133,615,502
+,4849,5627,1422,1173,7357,2058,209,6684,6554,8662
+,6651,9435,6648,1338,4016,9318,1548,7010,3773,1730
+,691,9106,9109,59,7859,2731,8543,8045,1237,5334
+,1723,3155,8757,8962,7504,2494,8019,244,5202,6058
+,5615,7009,9764,959,9152,57,9379,344,7749,8975
-,811,0,0,0,0,0,0,0,0,0
+,6997,9772,5082,5681,4757,6794,1996,5056,4115,6763
+,3910,2669,1977,6977,9535,8536,4796,2408,5892,3020
+,9199,8535,6666,6794,7512,4733,4500,6995,967,2510
+,7915,8530,3023,4214,8249,6324,5033,9866,9563,4931
+,5582,3778,538,7138,3941,4956,7147,9217,9319,7638
-,642,0,0,0,0,0,0,0,0,0
+,5018,7798,3801,8004,7456,790,5256,1640,5599,3718
+,3667,2968,4382,686,7908,4910,5260,8239,8694,2347
-,598,0,0,0,0,0,0,0,0,0
-,808,0,0,0,0,0,0,0,0,0
+,2568,5111,7710,8259,1684,9095,384,315,5558,2852
+,7099,6355,9618,2619,4355,9955,4056,2735,3031,9999
+,1021,1850,5963,3032,730,6347,9227,5424,6214,8717
+,8005,10000,7750,6010,8273,2347,7887,3968,213,5421
+,4928,3797,7001,7805,4324,4255,1362,3200,8142,3201
+,5913,6803,9731,4120,1544,483,1845,1894,8935,2248
+,5183,1563,4942,865,7513,4024,6325,5564,3697,7796
+,9108,1983,7415,7175,8324,1372,5046,6607,4126,1098
+,6898,7810,6487,5099,5891,8390,6072,134,880,9580
+,4962,3852,6715,5208,5732,2088,4181,4389,3964,6244
-,4,0,0,0,0,0,0,0,0,0
-,398,0,0,0,0,0,0,0,0,0
+,4834,4781,692,6940,9561,8831,5513,1030,2396,169
+,9591,7298,6181,3598,9878,2811,9857,2989,2526,508
+,1616,8954,4761,3250,9124,6687,1061,6998,9758,4327
+,3351,8498,9691,1353,3715,8545,7152,407,4351,7411
+,6389,1850,6761,3150,7588,390,3007,6359,8101,6689
+,9221,3326,2079,1356,9129,7854,4613,1292,1817,7667
+,2710,2983,6767,2523,4441,5379,4149,7264,9037,4874
+,408,4483,642,4425,27,7266,5018,5925,5648,3034
-,924,0,0,0,0,0,0,0,0,0
+,4333,9048,6089,5270,3287,9241,7847,1244,1793,8600
+,3564,8006,2735,3405,8318,7174,4214,341,8573,926
-,573,0,0,0,0,0,0,0,0,0
+,1446,5114,5910,3311,417,1248,967,9908,8746,9372
+,2496,2704,5847,2364,3689,6578,4435,4053,6350,3146
+,6192,8362,9230,360,5812,3814,3634,663,1525,8927
+,7377,8189,5395,5097,9619,3487,2672,8613,2536,813
+,6183,6473,1356,4796,6305,5097,5700,2155,2843,6909
+,7158,1908,9925,4705,1097,8372,8872,4916,4390,7742
+,2644,0,4148,5629,8461,7060,8778,7794,6051,8944
+,7093,4806,5894,6464,9376,1855,630,3444,9796,5205
-,859,0,0,0,0,0,0,0,0,0
+,7319,5096,980,9530,4493,1781,3067,5147,6569,5466
+,365,9659,8848,1449,3591,7302,2424,9256,8088,2891
-,943,0,0,0,0,0,0,0,0,0
+,4712,8839,3730,5094,4961,4943,3812,4920,9374,607
+,4266,950,346,3570,7353,3062,5813,1580,3456,6093
+,6470,1322,2822,292,8426,8655,5867,8021,2905,570
+,4169,450,4448,2208,3259,6020,7043,8042,8254,6568
-,826,0,0,0,0,0,0,0,0,0
+,969,2283,4344,7317,8656,7991,2705,3595,7196,7708
+,3650,1780,608,1109,3005,8827,4449,6545,1090,1540
+,759,5500,9323,51,6295,2080,8236,6947,7156,1063
+,4871,255,7230,5774,1236,9689,1639,2424,7629,6572
+,8884,1413,5328,5259,3948,6790,4288,3885,2944,7511
+,3400,3391,3071,1373,4106,6118,8287,9866,9070,8862
+,7194,5688,2953,2640,2566,6419,9517,5522,5194,6621
+,9231,5217,5953,8632,1847,9592,3701,8103,8011,1978
+,1655,1196,2601,3122,2278,5550,908,5390,81,5740
+,8703,7540,7716,3724,3505,6905,2348,2795,5602,3561
+,3538,363,799,1685,7506,7478,1317,3573,9400,6410
+,9259,8682,8612,9363,956,5092,6332,9029,1505,1058
+,5352,8863,384,6716,691,140,7180,2981,9468,5184
-,330,0,0,0,0,0,0,0,0,0
+,4691,5980,5078,1242,2173,3056,6916,1844,8660,3511
+,6138,3631,7502,3336,4838,8181,7457,3031,7659,1325
+,9162,4462,9927,7857,7988,4817,4768,3163,2868,7597
+,7647,7391,239,1502,4902,5941,203,5076,6133,2385
+,7627,5055,5556,2536,2577,3932,2883,5666,6935,2445
+,9002,8249,603,3765,8448,3667,9103,2165,6295,6887
+,5359,4582,4525,2145,3451,5331,9002,9968,2544,4124
+,6479,182,7105,2898,1772,1454,8690,7643,8147,8741
+,9482,7037,4779,454,4308,2869,7232,3796,1147,8909
+,6352,90,915,9715,1472,1893,189,7472,8372,7494
+,9313,3455,2929,4851,5074,3264,8441,1113,7457,1591
+,6845,6424,174,5521,7690,7911,8613,1381,8126,4979
+,332,8633,7242,7542,2624,3184,2797,3927,6696,5126
+,686,1123,1965,1436,8369,3717,8722,928,6003,1731
+,9349,1893,8862,8592,3266,4598,2186,2292,5554,3013
+,7372,6818,4260,5208,1489,6326,3160,7732,9357,1070
+,3925,684,771,3297,4592,3195,6794,4654,3211,493
+,7645,3828,7343,3146,4997,4780,7387,9114,7856,7243
+,7830,3355,8182,9888,7514,8339,2498,9509,4594,8801
+,3391,1708,1103,2907,9380,309,7328,3117,3278,9587
-,746,0,0,0,0,0,0,0,0,0
+,8226,7458,429,3239,5006,3476,6355,3029,1452,4228
+,2585,3379,4477,7670,6792,6884,3361,8815,6835,9004
+,8001,2124,6275,6018,5802,2657,3405,930,869,8966
+,3740,3283,4389,7855,8844,5962,8606,536,4576,3969
-,566,0,0,0,0,0,0,0,0,0
+,464,8860,9187,9898,1778,7368,2240,6143,4006,9424
+,2330,8406,5522,2367,8824,4187,2986,2383,1177,4607
+,6227,7084,4817,6879,1579,5904,6908,8611,8570,7304
+,3170,4058,1129,96,9389,479,4808,4964,5044,3095
+,9732,4646,6986,7545,1419,7314,3193,5002,5556,5098
+,1421,2235,4345,2684,7163,813,3009,4854,9596,3057
+,4950,4650,1411,4302,4480,7321,3600,7414,2016,6489
+,6494,5421,444,8341,7455,4999,5575,7537,7145,2255
-,528,0,0,0,0,0,0,0,0,0
+,4528,5282,1625,5364,8942,3546,3910,9001,3214,405
+,4915,7377,2298,8579,6718,5593,1096,2287,9715,2988
+,5593,9917,3937,2753,4620,511,5965,6568,2135,9294
+,5286,791,877,9785,6506,6253,9292,2575,3087,4662
+,4399,2834,5721,9535,6919,9840,7754,1114,1090,4115
+,5457,7236,1333,5694,1458,4460,8539,9272,5613,5903
+,1733,4455,73,9334,903,4100,8266,7350,8184,9908
+,5414,7654,2382,1534,6580,6315,2546,2902,747,941
+,1975,322,364,7385,3830,4809,7560,4770,2069,5561
+,4258,8065,3257,5258,4112,7142,6864,1203,6870,1056
+,9969,2276,8508,8964,759,9411,3337,2052,7881,2591
+,8083,1640,7124,1640,5262,3192,7944,9244,9489,3886
+,6290,1017,6057,3231,761,3543,9105,8698,9057,1458
+,605,7850,9812,3026,4655,4353,425,886,3679,9225
+,4561,6551,91,9431,6717,3627,206,2370,540,7681
+,8925,2035,5599,9172,823,2971,2022,8450,717,532
+,5187,4080,2767,5021,2076,9362,1432,520,5447,6452
+,6865,5096,8719,3259,6302,9259,4172,5063,9007,3213
+,5102,9467,6403,4285,8097,3214,9387,6924,8962,7610
+,5317,293,8712,8799,3324,2981,3686,4932,6750,9920
-,345,0,0,0,0,0,0,0,0,0
+,4583,983,6059,8893,8286,9660,612,4752,8384,9777
+,2517,3556,6366,1455,3115,804,2294,197,832,9681
+,9517,1071,7876,8294,8294,820,5101,1735,4999,9720
+,7110,3312,4448,3486,985,2866,4080,4936,8960,8090
+,9141,7836,8891,7429,4897,1756,9074,1087,1023,5540
+,7076,72,3254,2996,9297,2285,4969,2848,2719,7940
+,9997,1166,5223,7715,4656,51,2115,802,4271,2428
+,8912,3497,9177,1534,6040,3421,2962,2316,4126,7219
+,9333,7642,2383,787,6443,1313,8536,2059,8840,1456
+,1906,4950,8503,7996,8744,2941,1414,4808,5689,6675
+,8687,3096,9103,7241,4879,5224,1743,5106,3464,8823
+,8361,5980,6872,5390,5904,8316,6933,4851,1101,8743
+,1543,5154,9136,419,5002,469,47,6344,153,5192
+,8423,4829,6224,5694,9343,961,2149,3999,3485,5888
+,4089,602,7754,928,4148,8300,7377,6943,4390,1946
+,3879,8891,2241,4548,867,1015,7168,4377,6772,5572
+,3551,4037,1478,3735,6761,727,7725,8980,9725,3848
+,5588,2898,341,7448,2940,4817,1493,2197,5315,7171
+,6640,6495,4119,2507,4980,6730,8883,570,7842,984
+,4128,4518,9900,2456,4062,6763,3487,1794,8931,6857
+,7280,3699,9940,8761,1395,1094,767,9467,5377,7208
+,8575,1214,449,9380,8525,4872,876,3039,2757,6210
+,5759,6855,3865,7706,274,1327,9491,1934,2104,4442
-,73,0,0,0,0,0,0,0,0,0
+,8830,883,768,1062,1992,7577,603,9539,7786,7329
+,2036,99,1562,2783,9468,1623,7426,4069,4096,888
+,7581,4524,9879,9743,8811,247,7764,2309,600,4344
+,3874,4477,5059,9672,6207,1336,9492,4009,2734,4888
+,8437,3048,9039,9470,6616,1061,632,7495,8473,6219
+,6688,9486,3033,5720,9872,95,9747,9165,1233,7264
+,7658,1220,1616,6176,9291,3176,4685,819,9479,2218
+,9026,1751,306,9043,2096,9073,6327,2832,3957,5646
+,5757,7851,9703,8207,6238,8161,7638,7620,2503,9108
+,6724,3446,3676,5657,5107,9269,6258,4835,663,1602
+,3286,4095,5011,8978,3789,845,7098,9538,7364,2044
+,3,6525,4770,3822,6557,3867,5802,3835,5376,8693
-,742,0,0,0,0,0,0,0,0,0
+,6272,2988,6873,3566,411,7958,6649,9784,2864,9712
+,4925,6988,8870,8368,5123,3139,4718,7847,9314,2240
+,2639,2924,102,7115,6746,185,6603,8953,9940,7164
+,7299,5675,5838,5640,6505,7706,3646,2466,7895,1351
+,3421,3101,6826,9944,8804,1607,7836,5424,2115,2612
+,2263,6294,7281,225,8737,9854,9324,5021,4449,3924
+,7961,515,1668,8830,758,4212,6726,5430,2116,9871
+,8339,2324,4766,8819,4091,7821,7286,332,685,3402
+,9586,3066,8534,1208,1328,701,5477,5899,6829,8057
+,4549,9103,2949,8641,7408,3114,2771,2178,4908,2748
+,847,6869,6993,7050,3187,1581,2690,9303,5103,9599
+,9429,9741,3683,388,4767,4562,5787,8288,4299,6589
+,3785,8988,9867,6447,8641,8983,5141,2615,8753,6804
-,80,0,0,0,0,0,0,0,0,0
+,3300,927,3226,3207,8259,6636,4294,1732,7239,9948
+,354,4115,4196,3030,7574,3329,8669,8745,5890,6777
+,5109,3121,2424,8320,8850,4921,1763,7514,7481,9356
+,4964,2238,785,6911,9205,767,9878,5393,8173,6003
+,3710,8253,7532,5643,1953,647,7726,4286,8429,5556
+,2847,4183,9216,6254,3578,2251,9922,7586,6664,1057
+,910,697,9743,2314,3364,8389,1321,5419,4807,6112
+,1523,874,7568,7264,646,5701,1771,8832,922,6519
+,4576,8909,7760,4405,383,7441,8405,6104,8164,3718
+,4136,9408,5328,4782,7322,4887,7739,6409,4538,8984
+,8947,3945,5350,9017,9441,3144,9210,4262,7124,4303
+,6067,3712,7866,9531,9205,7907,6841,4769,3362,2582
+,2395,4256,2769,6317,615,9340,2775,6806,5954,9808
+,2240,350,578,3097,3853,8481,318,2705,4476,3860
+,3204,3372,740,4241,5299,7657,1285,9168,8905,4570
+,9399,388,9989,5315,2872,7016,2967,3825,5633,5743
+,3229,170,7325,8991,4051,2156,8882,4008,8230,1698
+,9839,5063,5313,327,1325,8179,7677,1165,2385,42
+,1941,687,9556,1608,2300,7408,1755,8176,15,7507
+,6770,8127,8697,7110,212,5139,2079,4731,9417,769
+,3533,3975,9979,8473,2136,8048,9996,5600,1189,9862
+,6005,7591,8839,2145,7526,9196,9932,8564,1744,3031
+,8357,467,1928,1139,7952,2854,7876,7806,5580,9032
+,9128,6515,5599,9305,1812,893,6788,4752,7945,9912
+,7240,4375,1499,6384,9838,3815,998,1467,4535,8966
+,8901,2001,7946,4745,4804,8590,6791,1684,2309,8613
+,3491,9895,928,5371,5779,9506,7349,3104,8976,8779
-,437,0,0,0,0,0,0,0,0,0
+,7327,5669,4948,7824,9054,3295,3711,2870,2412,5556
+,8857,3056,2842,8655,3015,8455,8970,3355,8404,9602
+,3449,8011,2974,471,2848,35,126,8138,1449,4239
+,2630,5406,5731,1389,4954,5923,9984,8730,8605,2636
+,4864,2786,2032,3341,8838,5680,3342,7120,5740,1619
+,3696,3804,8984,1399,7629,7377,3626,4036,1482,5163
+,6105,9125,3248,1758,2216,4173,9481,926,1735,3211
+,9051,3740,9020,2264,4463,1112,5417,3622,6135,9847
+,7866,5395,403,6091,6788,8510,2657,1147,2240,2464
+,8836,8314,2872,2363,9903,7419,9846,3154,6987,9816
+,9713,8259,1537,8197,6911,3377,6451,2165,6659,1636
+,966,1702,6757,7706,4798,199,4101,1363,9474,4661
+,1547,1594,5490,5888,3672,8286,8679,1239,2902,8275
+,2454,3287,3234,654,6949,4889,8832,1762,4944,4592
-,193,0,0,0,0,0,0,0,0,0
+,243,107,8263,340,9839,534,2167,1031,4299,8435
+,9587,7882,7547,9675,8393,8683,5596,4331,2209,3842
+,6505,6677,6495,8224,8827,1042,7937,9074,9347,1733
+,9674,9769,2551,9358,5488,751,7654,4231,5436,3099
+,1971,7263,4014,8917,4309,476,4725,7327,5278,7653
+,5846,2095,1,965,5603,7678,5199,9207,8453,5583
+,979,7592,6159,2733,1730,8221,4497,4320,5741,931
+,3012,932,3565,1931,3171,4299,5174,642,7501,1673
+,3557,9320,7953,1184,867,2147,838,8289,3745,3289
+,4457,1110,5512,4806,9264,6856,3945,1720,4454,7116
+,3350,9395,6520,2649,8693,1240,241,4680,585,9724
+,1353,9062,564,656,9634,7462,5241,1005,3040,3941
+,2811,8399,6761,3261,340,8682,1795,7777,7017,7472
+,4074,2343,3299,5002,8367,4017,3268,5884,1643,2918
-,660,0,0,0,0,0,0,0,0,0
+,1803,8259,176,6019,1978,1164,1733,9117,8067,5046
+,6876,6615,2242,6927,8438,9389,6425,3270,8926,1349
+,6754,7797,4414,332,3075,7638,138,1191,3738,3712
+,6662,48,6832,9938,1704,2227,9769,7580,9175,2077
+,9169,6566,533,3475,4282,9380,4789,722,6678,9436
+,1284,7211,4600,4995,5492,7405,9245,6733,9368,4944
+,4972,6132,7190,8272,1833,415,535,6872,296,520
+,8892,3634,8191,8200,8157,8522,2493,819,9226,1962
+,8077,6520,5651,6375,2015,2143,292,723,671,3878
+,2353,7169,5261,2237,4357,8375,3610,1573,5588,2368
+,9380,7414,5360,4404,8970,7697,9258,6230,7314,3720
+,9665,4971,864,3489,1466,6028,2771,5638,7102,609
+,7577,5068,7095,3153,9413,2513,75,1312,3881,8147
+,704,2430,3443,7001,5372,531,8851,1122,7958,4235
+,3036,7058,9627,6386,5729,2523,1857,8521,3128,9293
+,6973,6433,2591,9708,9999,93,1142,1826,2356,7092
+,9153,1022,4047,5855,734,5514,91,7307,698,3157
+,5622,4371,5705,3687,5222,2488,605,6401,4486,7416
+,2440,7089,1603,7133,8257,1648,1049,4502,4797,3596
+,5181,7530,6844,8353,5167,146,2759,6355,1718,9202
-,759,0,0,0,0,0,0,0,0,0
+,8847,7821,1342,7943,4207,7104,8177,6835,9620,844
+,9673,2709,2042,6107,2729,1289,4599,3265,1835,9157
+,2208,2454,5497,9012,9116,7968,2622,5034,352,6229
+,1362,9499,5023,4768,7655,2260,274,5877,7107,8445
-,524,0,0,0,0,0,0,0,0,0
+,459,5369,9201,3157,9656,2366,2430,4925,2183,8317
+,5217,8784,4586,5204,756,3166,5475,8980,6926,5320
+,5340,3319,3415,1106,6069,1126,5120,1204,662,8511
+,4432,4500,9562,2934,2692,6944,2681,1038,8699,4836
+,6955,2693,6320,7690,751,5913,7941,335,2875,5405
+,2455,600,5276,3151,2749,3246,1607,7862,413,4229
+,5799,482,5680,4500,5949,393,9829,6769,4692,1722
+,3657,3146,1730,142,5159,8922,1867,4373,5228,3017
+,8283,6885,3323,1023,5056,7930,9908,352,8176,7642
+,4261,9217,5894,8387,3708,1767,4132,5370,5684,8801
+,6035,996,1996,4342,9176,8573,8357,6715,167,862
+,1277,7027,6752,9680,8554,6996,6187,5368,6293,6550
+,4579,3993,5063,5186,8808,9255,4948,2375,4823,5983
+,9025,1605,7084,411,1279,3182,9532,9836,2739,3883
+,1457,6752,8896,1407,7628,9249,1944,9810,5627,8407
+,6509,2477,8035,1324,1583,9300,3552,589,8331,9944
+,7846,3366,3113,827,9895,3842,3513,5591,1804,6891
+,5440,8172,440,8659,1718,4988,1789,6176,1321,7804
-,716,0,0,0,0,0,0,0,0,0
+,1980,8324,1051,5172,4690,4065,9918,6600,2738,3386
+,4221,2058,7166,4267,9662,9631,7296,4154,9194,4578
+,6254,6403,6946,4684,3856,610,2559,7314,423,790
+,5029,4020,6187,4644,617,2178,4353,2269,7214,1097
-,601,0,0,0,0,0,0,0,0,0
-,850,0,0,0,0,0,0,0,0,0
+,2830,8910,6008,764,1717,5931,3270,7950,3594,4089
+,3198,9920,4884,6502,1192,2259,5643,4284,5498,7967
+,2557,5377,7500,4444,7024,3129,131,8755,3053,562
+,7700,7010,944,9932,8243,9265,9229,5428,1890,2799
+,4550,1857,8203,7234,3949,4483,4708,4217,2486,2284
+,8503,904,3696,9265,2906,8502,4450,7496,8710,6578
+,3506,7001,5638,2403,2662,463,8586,9728,9137,3030
+,4818,3354,5929,182,4934,129,1123,4018,8524,4514
+,4193,2395,3236,7164,5532,4765,793,7471,1914,3342
+,352,2337,6639,1034,2082,4781,1439,9895,8795,5066
-,867,0,0,0,0,0,0,0,0,0
+,6872,579,6551,2646,3910,7829,5200,9616,2626,8627
+,1802,393,3772,6470,7931,8865,5414,5623,1386,8018
+,6572,3479,2916,6595,4702,8575,5119,3563,6788,4465
-,888,0,0,0,0,0,0,0,0,0
+,355,2361,5506,8091,6427,4054,8279,301,1741,410
+,2093,9449,8512,184,1141,8726,2766,5166,2448,7111
+,147,7978,4807,9981,6216,4072,9372,9544,6100,5750
+,4737,6372,5836,1130,1496,7889,1572,9937,9826,3578
-,618,0,0,0,0,0,0,0,0,0
-,610,0,0,0,0,0,0,0,0,0
+,5113,8710,2587,7620,7909,583,9180,7912,4006,4674
+,9366,5842,3631,3500,7073,7023,563,8673,2123,3870
-,923,0,0,0,0,0,0,0,0,0
+,2806,7773,647,9004,4356,9652,4361,4726,7014,2894
-,792,0,0,0,0,0,0,0,0,0
+,9034,1216,748,6242,6910,3629,7344,6688,326,526
+,8510,5821,2179,9276,421,3441,8980,6465,2011,9806
+,5297,5944,9009,5954,5802,1751,2879,2284,7563,6497
+,8246,2766,3456,6389,1746,5019,9518,8045,7856,7276
+,5621,4561,4992,5840,6664,5017,1516,2831,709,7057
+,6534,8181,8636,5042,3672,8637,7439,4007,7907,4445
+,4872,4831,2058,9517,1919,7385,3466,3492,9900,9895
+,9136,1895,4514,8458,4034,2662,2347,5759,8893,2754
+,2896,6581,1037,783,9148,8791,495,3303,561,4910
+,6610,3395,4529,3188,6422,4290,1467,4007,6781,7706
-,687,0,0,0,0,0,0,0,0,0
+,4286,5353,6144,3793,9928,6525,5482,7181,8265,9617
+,8313,2887,28,3106,1213,8645,7946,6639,1691,7517
+,9341,9150,3708,1557,8597,133,7981,4793,7822,3985
+,1982,9355,722,9865,8567,8162,232,8495,1258,6234
+,3522,5442,4441,927,8285,2569,2831,5449,5222,5068
-,390,0,0,0,0,0,0,0,0,0
+,2539,5842,7172,5645,7212,1827,9209,9924,8770,2124
+,6539,5809,4933,4361,9751,6338,8180,7777,8890,3866
+,5216,4767,7781,158,4000,276,1820,8693,141,9498
-,833,0,0,0,0,0,0,0,0,0
+,2562,3467,3363,559,9284,3478,5121,511,8002,6937
+,3348,8205,422,7298,9194,9897,5702,8756,4710,8059
+,8845,7002,161,5393,8289,3227,7328,6861,1114,8707
+,1961,7822,3768,5632,5128,7058,8541,8455,9297,9734
+,705,8001,7542,8992,5144,1843,6689,4003,5469,7919
+,3216,9713,7745,4689,6460,6457,4626,1606,8552,8076
+,2363,831,4920,2736,9608,320,9119,9721,2093,9874
+,1857,1830,3877,1106,6025,3950,9150,5555,1875,5003
+,1590,4038,1773,5948,1121,8532,8091,3463,1154,1984
+,4131,6652,3553,9519,1597,341,1520,2989,9608,7344
+,4677,6410,4418,5573,7823,8490,8811,7303,9318,8505
+,8976,5502,2047,699,2089,9011,192,7327,2467,708
+,9902,2839,3617,5709,5096,1770,1138,8562,2307,7535
+,3524,9726,2472,2475,3544,645,9072,1661,1036,7006
+,5306,423,4863,2293,9199,185,8195,2125,4588,3238
+,7719,5551,9215,4401,1451,9420,1859,261,9115,260
+,4303,9182,4472,8102,694,9747,3361,2709,7081,8163
+,2570,1779,4768,5270,8029,1501,3611,4751,9378,9941
