OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10 
+,5411,5564,1740,8975,1,2951,3365,5087,7482,3752
+,5630,8574,511,4173,8157,7718,5096,2818,5228,9534
+,4399,128,2088,559,3815,6929,3994,2830,4063,4746
+,941,6302,1700,2017,2488,6992,7945,5239,5165,8003
-,788,0,0,0,0,0,0,0,0,0
+,5689,5865,3562,5110,2859,9500,7442,3976,6718,2852
+,9289,9567,7868,2729,1941,3186,389,5359,1267,1619
+,9141,871,1459,2375,5332,8853,1643,7447,7502,2256
+,1495,3468,3440,6128,8957,7354,3768,383,7301,3422
+,5544,7360,3446,9864,2832,9026,3148,2151,5394,8536
+,1959,8633,1814,9323,9208,9592,86,2990,2040,9245
+,9859,8837,7645,6164,5032,5190,1269,1450,5381,7583
+,3127,8526,9261,8330,738,7932,7470,9286,1914,8194
+,3322,3197,3397,9997,3308,5619,1296,6615,9102,3470
+,8140,5502,5316,4219,6465,8690,1836,9186,8976,4800
-,253,0,0,0,0,0,0,0,0,0
+,3180,9188,8348,1279,1999,3752,5770,3095,8033,7728
+,2189,4265,5184,964,6527,5595,7883,8385,751,1818
+,6674,1117,5955,68,4935,1865,388,8025,8070,555
+,4817,337,3886,2080,150,2608,2570,9701,2965,5410
+,1748,9683,900,3117,4560,3631,2916,341,5710,2808
+,9470,9514,2708,7595,266,2228,7512,3836,8177,5725
+,7181,5695,910,9834,1891,7076,1087,4386,9939,1629
+,3137,8968,8387,7630,2109,7902,5375,9397,1130,6729
+,7412,526,4798,9652,8651,3564,5275,9740,799,6790
+,6697,2404,4095,282,293,188,4916,7487,1100,7992
+,1466,1616,3169,9113,4269,6425,352,1455,6222,9459
+,3375,6634,1337,5156,6494,1417,9320,3208,3993,5785
+,3688,8389,7330,5624,3274,7528,5982,7686,1691,2163
+,6551,2035,7789,8945,1102,8904,9081,3705,5591,4757
+,7752,1294,4372,5627,3383,1400,5960,4429,7559,5361
+,6150,8643,7001,748,519,6431,8601,2096,5539,846
+,1855,9761,6252,8455,6091,4449,3092,157,1971,7359
+,9080,918,9544,5689,4554,4888,1370,5896,7772,637
+,9282,5575,5249,9418,4386,7945,5927,5848,2793,8466
+,8515,2381,5967,2407,2548,630,3063,1574,9773,5835
+,2623,8175,3114,1634,9066,5748,5367,1731,9370,352
+,5918,6375,6345,7075,3666,5504,7642,5448,7001,1154
+,2831,131,2635,7879,4625,5832,3289,5559,8140,3925
+,4774,3238,1595,153,9372,5786,8517,6753,3855,6204
+,1927,4793,244,9107,7949,5064,4732,1011,1597,4144
+,218,4535,8980,8145,5503,2857,5304,2748,5743,854
+,2076,1543,4482,6298,6855,8377,2949,9905,8851,5872
+,1934,7097,5423,8786,8650,1413,4349,6611,9498,9996
+,6922,4470,5286,6600,5771,8807,2170,7607,9659,5957
+,7925,863,2840,4104,5418,9079,7964,4930,9105,6976
-,781,0,0,0,0,0,0,0,0,0
+,584,9232,2627,9091,1199,9353,3762,3622,5794,8146
+,1945,5232,9826,899,4594,8897,8377,5471,9154,300
+,7738,3034,8016,1304,9488,6638,9083,1116,1924,2553
+,6662,7547,8711,3387,3218,3887,3607,9629,7396,5393
-,518,0,0,0,0,0,0,0,0,0
+,4430,2529,3542,8101,7411,9971,2001,8002,4387,7233
+,6614,633,6700,5754,5281,2908,7713,7286,3877,7117
+,7229,1229,1392,5828,7740,9976,8327,112,5656,8802
-,128,0,0,0,0,0,0,0,0,0
+,5149,8687,8270,8860,8188,3317,1327,719,5927,8151
+,8581,877,2511,461,4690,3493,1391,3133,4149,5503
+,9010,1916,6985,3958,3765,1366,2818,2701,5616,1258
+,1834,3707,5165,517,5044,1902,7506,2859,1462,2824
+,6747,8413,4895,9187,5935,3538,2264,2204,7208,2531
-,464,0,0,0,0,0,0,0,0,0
+,6528,9479,2014,6122,113,2984,1788,5051,3067,8016
+,9191,554,953,266,6826,128,3187,7906,2335,100
+,4316,3407,7974,9242,6992,7896,6101,4064,9009,2478
+,2116,8792,325,2186,9172,5397,2169,7340,4358,5106
+,6108,4686,4399,1453,8122,6192,8968,9411,2177,7951
+,8625,8338,5413,6281,782,2361,8304,2824,1462,4817
+,3432,8185,4404,9418,8543,9018,1809,4940,7741,6848
+,9033,1919,6436,5110,3156,1940,990,5653,215,110
+,3498,381,7906,5427,9028,527,3668,9620,7484,7374
+,6705,8968,2720,7508,5635,8997,3111,2260,4327,7506
+,8805,9781,5216,1802,1417,8137,1183,2836,9177,7389
+,6267,3942,6173,6062,8096,3753,7048,8003,1387,949
+,8548,3045,2643,6872,2378,158,1931,3357,4979,7408
+,9571,453,1884,6121,8703,5698,4717,4855,6366,7037
+,3256,9097,4732,7394,106,3360,9705,3388,8628,9885
+,6170,9417,4802,5790,1038,8074,5415,5616,5872,8071
+,654,346,1610,6096,1341,798,5128,9892,6815,234
+,1198,9146,4394,5985,2605,931,1620,3671,1633,6795
+,2222,4024,9612,3945,3433,6408,8587,5151,930,7728
+,6552,6995,5840,1939,4712,3367,6327,5521,5534,3518
+,7820,4014,6138,6389,732,9686,7313,769,5396,296
+,4388,623,8190,3805,6931,857,9094,1567,2504,5096
-,441,0,0,0,0,0,0,0,0,0
+,9577,5029,4388,3634,2948,7630,6866,1766,4088,1319
+,8191,8595,9611,8694,554,2238,8840,4599,8672,9531
+,6578,4685,2145,9095,4622,6641,6195,7773,7362,2440
+,8221,4396,3256,2969,6624,2101,6829,6224,7913,4104
+,1774,3740,9063,41,3401,6304,3041,5241,326,5124
+,3289,1288,5449,6206,9833,2668,2852,4884,7674,3359
+,9792,238,9302,5789,6617,6823,8238,1845,7162,3310
+,7922,2124,2874,6845,300,3863,9136,6727,8619,7436
+,2614,6377,3047,3791,431,8835,2908,4057,1334,2088
+,7454,9623,1054,7365,4299,4993,7132,7530,9022,7106
-,21,0,0,0,0,0,0,0,0,0
+,1742,2467,7709,6991,3513,1519,4359,7443,5207,2262
+,9261,9093,8426,6755,2891,9100,2347,2087,3624,6723
+,5229,808,8647,7501,6443,4612,5476,3713,9051,6148
+,6465,4808,9869,9772,5781,9632,3476,5336,4237,128
+,7607,9520,3574,4965,5690,6153,4251,9264,8006,9288
+,5603,1214,1570,7248,9624,7859,814,5702,9761,1858
+,2545,6863,2027,4466,5917,1840,6311,8051,8540,8126
+,6759,448,9016,6290,7711,3875,3588,4658,7776,6604
+,8193,4734,9960,3711,4132,1788,4031,8061,7612,9422
+,5675,9509,5785,7756,5135,2863,1519,1033,6994,5848
+,3866,2230,4467,7979,8098,1142,8559,1503,9428,7861
+,430,6111,6869,5754,4719,5141,6448,6040,4744,9207
+,4276,7818,7832,4227,7843,1408,4385,6074,422,6701
+,9274,9865,8450,519,2238,4023,4675,3425,2531,9285
-,485,0,0,0,0,0,0,0,0,0
+,8671,3623,3992,7507,9853,4436,5427,4009,4401,8144
+,182,1415,1822,1201,9436,3311,7523,9534,5691,7604
+,6978,1377,8344,8210,6605,7820,8957,4628,4561,6776
-,101,0,0,0,0,0,0,0,0,0
+,225,6197,3398,2237,9047,1632,7415,7841,1774,1475
+,4461,822,1701,3763,9200,8692,9883,2942,9158,6788
+,4586,9897,9929,2834,2577,8443,672,4207,3590,1423
+,7020,9808,8567,1210,6443,2581,5997,7265,9332,8821
+,9327,3292,473,738,240,6332,6193,7146,5516,3817
+,2120,1324,3836,3909,6861,5800,3017,8180,4806,165
+,2636,8504,6786,4994,4947,5184,5471,8636,5446,4671
+,1182,5639,6588,7088,9203,2508,4220,2441,6536,8596
+,4556,5137,8201,8851,8066,9336,1063,197,6843,786
+,7180,2094,2912,4879,2302,2571,8839,69,7938,3399
+,5445,8519,3061,7491,7568,1866,4503,8851,7447,8549
+,8728,1224,489,7809,817,7159,9832,7000,1360,1860
+,4731,2853,9092,74,3316,5613,9706,7662,7814,7784
+,6822,3125,2222,388,1545,963,8715,6629,4896,1129
+,5495,3018,5952,6144,8262,2976,4517,7759,371,9364
+,5059,7698,5501,3192,4843,75,3666,6915,4056,1550
+,8297,7267,1750,1005,9509,4665,1957,5759,7706,6802
+,6180,8082,4096,4686,6257,5636,8112,4565,4707,3091
+,3252,441,9025,1600,1878,1075,3838,2070,4660,8313
+,6995,614,3240,8883,2080,9318,9304,3553,9557,1661
+,4350,1859,1885,3289,3057,1817,2052,8960,3455,2566
+,616,9788,631,561,8142,2621,7111,6786,4680,4512
+,5025,3450,7723,7051,7966,8635,187,941,6641,6486
+,8263,3520,7394,4268,7038,1137,3,9960,4507,3760
+,5999,2881,3014,1910,6784,3804,5277,9775,4152,2664
-,438,0,0,0,0,0,0,0,0,0
+,7187,2078,3926,1540,3723,6550,7288,507,4029,5999
+,5291,6007,9452,2653,6057,4816,9472,6242,1228,2831
+,3402,8143,4262,4862,6476,6083,1516,6034,9208,7244
+,5697,1549,6815,4573,1350,1671,1222,7568,3628,8557
+,2017,2777,8269,2838,7590,4408,3457,6174,2334,3922
+,8619,9366,8615,3254,8521,5267,1390,8291,8733,8105
+,6869,4273,6770,357,8423,1032,4815,4792,7939,8206
+,9847,2249,1053,5354,9959,4714,1242,2879,1200,4150
+,2655,4988,23,6297,7754,5876,3328,2985,2489,1460
-,575,0,0,0,0,0,0,0,0,0
+,4373,667,1195,3509,3890,1894,8312,1137,471,6275
-,408,0,0,0,0,0,0,0,0,0
+,8682,1071,5626,9842,2498,811,7690,7956,6080,6365
+,5623,5408,2202,5551,5981,145,2472,1479,2632,5883
+,3009,448,7165,6989,5068,8639,5863,9437,2210,5801
+,8273,7688,2539,7480,9252,8577,1135,9650,9268,6308
+,3630,2811,8761,4469,9613,7124,98,5751,2801,8353
+,9186,5409,2785,1247,6939,9661,9802,5589,2882,4747
+,5183,5490,3191,8588,9314,7594,9750,9853,9934,4
+,9228,8543,6154,8143,7507,2697,9102,898,27,2149
+,9057,1488,1046,3999,7305,3058,2595,6242,8190,6781
+,3191,7077,3426,1664,4928,7926,180,4209,7876,6185
+,3789,5772,6060,7168,8419,3724,6955,5890,74,7696
+,2803,9899,1314,3115,8811,903,3250,2163,7016,4586
+,8155,1092,9393,6665,5450,8638,1646,1807,6838,7811
+,3111,1767,9292,7401,4962,5187,1506,63,6168,4553
+,1750,1370,9249,658,7465,2069,4161,5719,4211,8581
+,6409,677,4063,2299,925,7596,5206,8227,9591,2159
+,9394,8031,6959,9784,3671,2107,2239,3856,9145,1879
+,2925,3187,1177,4144,1952,1160,758,2427,1331,9712
-,589,0,0,0,0,0,0,0,0,0
+,5864,6578,6417,5520,3246,6128,3532,1132,8940,3284
+,6780,8095,3542,4223,7387,6332,1164,6604,1216,4613
+,8535,9754,2208,7602,340,7683,3296,8263,3729,8134
-,990,0,0,0,0,0,0,0,0,0
+,6118,7270,8714,2237,7678,1465,5601,5221,8668,2640
+,6418,3529,7776,4642,1047,5326,4542,7328,8832,5843
+,6985,6628,6531,1239,7196,1870,2476,7991,1672,5536
+,4439,6499,4096,899,2114,5345,375,6384,669,4845
+,4387,2444,8298,7098,2402,5608,7089,3029,4771,7966
+,4239,7312,1150,784,6118,7504,3438,5461,8438,9763
+,7759,9305,4639,6602,9219,9948,8121,5161,1098,9210
+,322,5192,8693,333,1903,8736,2297,1461,2882,4386
+,8139,6949,4336,6832,8853,1066,9649,254,1048,3954
+,7406,1087,5464,6303,7227,9661,5366,3698,5434,7388
+,9990,8212,7632,150,5736,9194,7320,4838,9081,7092
-,54,0,0,0,0,0,0,0,0,0
+,3052,2792,3973,124,2820,8021,6436,2437,2596,6422
+,9034,8262,9122,3320,2649,3875,5482,6181,1064,99
+,7390,2682,6943,8398,4966,3772,2447,8672,7123,1579
+,505,2030,8221,139,9052,4535,8550,2853,649,8981
+,7628,9862,9841,7340,1325,3502,286,4179,748,3096
+,1456,5556,5280,2761,9498,6110,3988,9889,2553,5687
+,7733,3898,5522,3415,9561,4970,5914,4455,9704,173
+,5124,1998,9599,3524,7006,6463,6183,3995,4493,7378
+,9056,9569,260,3732,5903,3271,7073,2053,9430,4827
+,685,3930,5553,2817,1052,1692,2593,2164,8503,6803
+,8654,2276,8763,9563,4640,9575,1954,2057,7539,2974
+,2508,8098,4163,1990,7251,6343,669,3510,4241,7322
+,8487,464,9041,4795,4069,2858,1637,9150,1087,7263
+,6235,7801,9061,6117,1825,274,8767,3071,9358,7904
+,7359,8922,5372,909,5770,9110,5960,9897,8996,4824
+,5367,5800,5383,4298,870,7408,7015,7500,8284,9769
+,5632,3590,9691,2871,9467,1650,2844,8211,8841,7127
+,1113,6651,2077,4192,4429,4911,1267,1035,2567,2167
+,2195,6730,245,1541,863,3178,9954,3301,2938,4704
+,5234,6211,6830,8580,2401,5327,4942,8636,945,9901
+,1218,5895,8764,1771,5337,5053,1103,8019,703,6649
+,2988,5645,7885,3567,635,426,2421,3506,2715,4720
+,3746,8515,2233,4946,8119,4044,2052,9554,6427,6819
+,1288,6084,9070,7339,8194,3843,3492,6348,5923,9794
+,4402,8747,1691,256,9898,3106,1513,4367,623,4687
+,213,4578,4742,5760,4723,8107,1226,267,2258,8837
+,6633,4807,1469,1212,2477,3657,8996,1,6836,173
+,6967,4625,9652,6518,4994,2872,2562,6763,1128,5204
+,5156,5863,8166,4687,8522,2362,9120,2863,7920,7167
+,2580,7296,786,15,6848,5825,118,2945,3552,1647
+,8063,8078,8191,2372,8579,207,5776,8962,9254,8876
+,8506,9343,7242,6473,2124,359,1067,9094,102,7290
+,720,2084,2933,665,1555,6281,7333,2324,4850,5834
+,6245,6413,1365,1173,3201,6669,75,9833,6033,9749
+,5057,4130,3269,8915,8536,6561,7304,7044,8343,828
+,16,6041,3165,5892,8274,2935,3138,4009,7051,2161
+,1283,2749,6104,2119,3752,636,7641,1742,5490,475
+,2540,6416,1686,1777,4638,8023,2959,1662,2865,6073
+,7045,5762,7029,1868,6531,5038,8160,7921,858,7814
+,3394,8550,9016,9451,3018,8034,4236,8310,5886,5079
+,249,2388,967,1209,9541,9466,2401,8836,1385,3489
+,688,4974,5700,9447,1,6952,3663,7262,9348,329
+,5565,6360,2754,883,5660,8005,2814,7985,2784,979
+,5206,6546,7834,9683,5267,2316,1435,8525,4975,535
+,2434,4283,4878,8668,2285,1069,3761,2126,9376,5252
+,4804,9927,3463,4531,1529,714,5624,104,7765,6889
+,469,7382,6187,7346,7239,3154,9867,908,8000,1538
+,7495,3435,3123,2123,3398,9825,4259,7663,6084,4585
+,2402,538,6328,2754,2448,9134,7912,8411,1357,1075
+,8848,6936,5562,909,547,8491,3780,6098,1380,8042
+,2154,1768,7205,9534,4308,6904,4827,8565,5879,5876
+,1055,6348,8332,2821,5193,5448,3795,4871,7248,2843
-,321,0,0,0,0,0,0,0,0,0
+,8735,3173,6940,9478,4625,2412,235,2180,6744,5065
+,3937,9078,7655,9662,5004,3630,4808,5097,6272,26
-,517,0,0,0,0,0,0,0,0,0
+,962,6892,3817,863,7407,1076,11,1437,1669,1031
+,9430,8023,9900,7707,5340,3018,8576,9154,9526,9532
+,1059,4053,8522,1625,3473,39,3329,2520,4647,1643
+,9334,9760,9635,7202,6331,2062,9308,9283,5140,2938
+,1232,2791,2448,3129,6933,6706,7182,7564,9908,1717
+,2361,6448,4844,173,6367,2719,5576,7507,4874,224
+,4066,9673,5600,7233,4814,5221,7733,1786,6874,3593
+,5758,2514,7745,4736,2871,2891,618,9112,9940,7475
+,5694,2516,7979,6613,4418,7041,9825,9203,37,5681
+,3455,3529,9356,7263,5057,3826,5346,2858,24,9048
-,835,0,0,0,0,0,0,0,0,0
+,7962,3476,4107,159,6159,7351,8747,4889,8901,641
+,4307,7118,1442,5443,6035,8953,7511,3154,591,3910
+,9210,4677,650,8016,7672,4785,9604,3524,2591,778
-,718,0,0,0,0,0,0,0,0,0
+,2587,84,8674,2125,7193,6438,5226,2139,389,1716
+,6406,9641,993,230,7038,3126,6709,5467,5218,1082
+,7669,8146,8773,9210,6760,1368,373,9637,9690,1150
-,684,0,0,0,0,0,0,0,0,0
+,514,9264,7800,1954,6153,5864,7866,2972,8031,5125
+,9073,994,4459,1982,868,1194,6756,9814,172,7570
+,4032,2841,5672,5008,1363,8104,2632,5462,7213,3180
+,1743,1191,7600,8735,9031,7551,2594,2582,6939,552
+,2332,6395,5473,1096,7093,4896,4225,9904,4787,1674
+,1017,4899,3276,346,953,2067,2225,7093,1296,4583
+,7378,8723,5690,7978,9542,1072,5094,451,8054,4360
+,2092,3291,3295,8386,1711,5827,9299,3948,1175,6097
+,9628,2003,8524,6950,7641,5523,1983,5539,8522,9920
+,2559,9715,815,5736,1160,2666,9445,5466,3987,375
-,864,0,0,0,0,0,0,0,0,0
+,6014,1018,7888,8784,813,1324,8519,247,3634,5405
+,2456,1320,639,9602,1025,813,129,3185,3719,1334
-,9,0,0,0,0,0,0,0,0,0
+,7745,229,8433,6377,8717,424,3805,3705,2909,58
+,9687,5568,8885,8091,7836,9711,6288,7013,2688,2492
+,2025,5558,4575,2312,2871,4765,7686,8577,7393,9946
+,2452,982,524,5969,8537,2644,6451,6034,7527,1450
+,3129,747,838,1655,5310,5668,2092,5745,1293,5317
+,2020,8215,3262,4794,3363,4628,4030,5915,6124,2820
+,9333,1758,9530,6243,6708,796,966,8483,3794,5586
+,28,9644,7474,7058,2426,3810,4390,5129,9045,8443
+,1799,678,3340,3241,9674,7549,9545,1254,2153,6974
+,8689,4853,9905,6344,126,2697,3465,271,3833,4641
+,2592,2405,465,2516,9970,6064,1690,3078,6539,5946
+,3475,9081,9319,2406,9552,3759,4110,1332,1597,8864
+,7105,8531,4214,576,51,3607,9767,1522,4944,2691
-,786,0,0,0,0,0,0,0,0,0
+,2802,6091,9647,5038,1371,7475,9748,8750,8166,3863
+,24,305,4811,8932,4219,6408,5116,7599,439,5521
-,333,0,0,0,0,0,0,0,0,0
+,41,4252,7339,7813,4435,8427,9890,1229,5845,5439
+,9583,5190,7602,4316,490,5318,374,283,6116,546
+,1263,1850,3771,2155,395,1122,7779,3949,8676,9679
-,524,0,0,0,0,0,0,0,0,0
+,3133,620,650,4294,4480,6952,5944,4920,756,436
+,7960,2473,4392,4699,6161,4324,6944,9422,5522,8069
+,1832,5439,2763,2983,855,5647,6278,7598,4276,6443
+,9999,2808,8584,8492,3861,7870,9371,3016,7376,4431
+,3550,9818,4836,2838,9460,1130,4144,4701,3303,1190
+,20,7828,4360,9901,7776,3562,6793,8470,5280,4656
+,9773,9689,1542,6330,2644,9163,7472,9970,7914,625
+,4722,8322,9064,2030,8153,6834,5289,5569,4366,5342
-,595,0,0,0,0,0,0,0,0,0
+,7581,5856,5213,3918,5753,1194,4231,6607,4328,1653
+,4099,5418,2862,393,6616,8708,8624,7656,9480,1844
+,3298,6843,2932,2684,7530,8809,6146,8435,8276,2522
+,1868,1968,1535,5056,8276,54,4839,1332,6892,7917
+,2388,5830,1550,4775,3043,2319,7836,183,1055,9237
+,5822,76,2943,9801,6385,3978,7385,1293,711,6357
+,9454,9239,3047,1576,4113,4972,7410,2887,3199,6332
+,9779,9057,9063,8410,4780,2822,3186,1310,8375,4734
+,146,9464,4299,6659,1013,4358,6727,7224,7774,5862
+,1190,1014,3878,7108,2055,5617,6392,6513,7133,1089
+,8299,8794,1041,8160,5251,8003,2471,4177,8136,5453
+,5200,6595,6758,4236,1385,3792,6230,7109,7708,4968
+,7292,24,6903,4168,6774,4597,717,2722,8143,598
+,2346,6770,8715,6629,9995,9533,7584,774,9081,3089
+,1828,7720,5906,4867,4302,9108,7403,1030,1075,9094
+,3036,2976,1770,4162,6586,1991,3715,1680,1308,6601
+,6382,5202,44,5571,4135,2281,9208,5008,5319,7794
+,3307,5093,8010,3766,9988,9672,8060,4304,6677,1530
+,1388,3831,2829,9273,4217,8292,8142,7817,5360,9657
+,6130,3864,934,1091,103,901,8689,9627,2544,2890
+,8527,3360,3860,4123,671,6298,969,8010,2596,9240
+,7496,4689,9669,1960,6315,787,5975,4868,1638,7493
-,876,0,0,0,0,0,0,0,0,0
+,1628,1460,9454,8466,8422,9626,6716,2217,1514,5674
+,5011,1895,2852,3842,1100,7855,8914,7856,9696,6637
+,144,9386,5523,8746,2045,3736,90,4550,9645,8311
+,8283,5136,2967,5889,2836,3053,7257,968,1386,6709
-,825,0,0,0,0,0,0,0,0,0
+,9796,9367,4717,8718,8100,9821,5971,1921,5855,4590
+,4054,8260,405,5047,7684,8657,6997,9730,4354,9306
-,964,0,0,0,0,0,0,0,0,0
+,9911,6190,927,3011,7372,2110,1698,3658,8702,682
+,1142,5997,4837,1957,9994,2859,1425,9496,2870,338
+,7621,3762,6906,324,3048,2048,1215,3917,7344,2517
+,7526,2066,4966,854,370,5072,7013,4161,8174,4533
+,9659,1587,4470,5312,3781,4017,999,1728,3975,9688
+,4042,8159,7324,4650,6724,5980,192,8920,6126,7448
+,369,1402,2215,8730,144,5338,3254,6452,3199,7331
+,2178,4721,6600,1861,5567,5672,3604,9795,2635,3597
+,2293,4712,9988,2364,8003,4748,9189,264,4595,4302
+,5413,6708,2108,4999,6423,3932,7992,6319,2989,448
+,3395,8787,2025,4453,8209,2126,8128,3652,9438,8184
+,2887,1216,123,9234,8652,8477,1887,6367,2360,2583
+,4181,7119,2031,8685,8809,509,3929,237,5250,169
+,2068,1754,5966,7517,5386,1607,6451,7089,2789,5841
+,886,7915,8521,6282,3756,3616,6621,8263,2096,2251
+,7297,4383,1711,809,5057,4883,6909,2215,9209,9503
+,528,4091,8680,8353,5792,4155,7118,5687,3912,629
+,5408,3356,8501,2332,276,8014,5421,2516,172,2530
+,4790,4483,9589,391,2891,2913,4608,5995,9238,7929
+,1893,8981,7982,8355,2055,9263,4643,6727,2604,6547
+,2857,5505,8428,8474,2053,1255,9923,5457,9859,5718
+,9153,1591,8280,2184,8699,5504,4559,3914,587,7748
+,4265,2532,6591,4103,7858,5858,2577,7207,24,3681
+,395,8403,9785,4589,508,7112,1281,7499,3592,7703
+,503,9886,8782,3214,8432,8927,4243,4044,7497,3373
+,4454,4879,398,9031,8230,7523,2285,1540,1524,5649
+,1935,9812,4063,2987,2551,7937,581,1765,3751,4178
+,4751,4472,7066,9655,1554,8072,8883,7148,418,8196
+,8725,9325,4898,8715,5505,725,9831,4557,8724,9552
+,1494,521,4924,7202,3279,1962,2336,1519,4254,3986
+,8019,7116,8826,813,4747,1494,8988,8784,1929,3340
+,9087,6922,6870,3612,8898,2419,3180,1125,9304,5537
+,3377,4739,3085,9859,8753,4466,8882,944,5777,5290
-,86,0,0,0,0,0,0,0,0,0
+,2577,3430,9975,8699,1316,3770,7468,8462,5561,6895
+,326,7677,9166,5473,3098,225,2093,1204,4070,7746
+,3155,719,448,9090,7748,1573,8730,4853,987,998
+,8223,8812,8951,6876,7097,6095,5942,731,1405,589
+,6450,575,3437,9574,3498,3709,7918,6489,6252,6162
+,6634,2076,7668,1887,2498,4990,8479,2930,1513,4861
+,3474,3044,6601,3149,1278,4512,3103,1077,2508,5841
+,9175,9678,5136,3215,5488,4496,3871,1006,3526,1814
+,5953,6834,3006,3957,2219,245,8926,595,9658,2296
+,8276,5637,9325,4131,7911,7348,1052,3960,1058,5976
+,8371,1595,5756,9022,8493,6030,610,7230,4573,9686
+,8594,9930,7507,6350,3515,1686,5418,5623,2026,9096
+,471,4452,331,5532,945,8033,1654,3942,1976,6066
+,3888,1958,4599,4181,3123,4417,7784,2698,8987,5238
+,6312,3121,7242,9312,5084,505,3925,5909,8479,5122
+,1951,7128,6018,5008,7757,7670,6765,6327,4433,6229
+,6242,8850,4298,7987,2462,9414,5609,5140,8183,4633
+,5175,5310,4940,4327,4344,9549,106,6802,18,4555
+,9246,8376,6102,5915,7518,9827,6638,761,1728,7392
+,8567,9194,956,8476,3659,9755,8199,2979,5591,373
+,3534,2558,1229,2771,7366,3495,8798,2024,6685,4767
+,866,2383,6251,3052,6242,6625,7026,2349,5397,1826
+,4616,5680,4513,7892,3458,4263,1958,9808,3939,2148
+,4951,3416,6365,2689,2271,3666,1923,5486,8839,1229
-,588,0,0,0,0,0,0,0,0,0
+,2003,8708,3427,7864,9172,1202,9423,810,2379,7201
+,3918,9933,754,6682,7542,6506,5944,4796,363,3918
+,3677,4131,3219,1002,3534,8827,6029,5513,8628,4055
+,8262,92,1732,7691,1065,4052,8624,458,8569,2896
+,492,4134,6267,7819,6521,2677,1511,4218,1870,2595
+,5469,4436,2796,2359,1297,5191,894,5992,7627,4213
+,4597,7613,391,2629,9034,1654,1869,6227,7145,2627
+,2547,6137,1916,5859,7131,3538,240,3667,7062,2137
-,192,0,0,0,0,0,0,0,0,0
+,7026,5293,166,210,9000,8720,9701,9987,1747,1931
+,2354,64,9655,1770,6179,5323,79,6237,5203,1428
+,634,4118,6726,6723,9993,192,7664,805,8329,5574
+,9027,859,3991,5798,9373,4799,1986,1669,9268,6018
+,9560,6563,2422,652,4124,2757,1451,376,6762,2618
+,5872,2178,4259,9544,818,8283,2203,9973,3859,5375
+,2424,9554,1971,410,3292,4662,2685,1332,8431,4209
+,7368,4350,1966,921,4163,8900,7166,6730,648,2015
+,8195,5087,5025,6989,6368,9233,4953,7491,6046,1724
+,9749,3832,2445,6545,352,8352,5030,5074,3140,331
+,1081,1155,3901,6611,6824,4171,1593,4454,5509,6421
+,1510,9191,1972,4422,3731,7735,8435,2638,681,4911
-,764,0,0,0,0,0,0,0,0,0
+,2259,7286,5755,4679,6967,8986,8102,3903,4341,1196
+,312,2979,9546,6375,4150,3122,38,3026,5251,5898
+,8914,7226,3727,7272,2320,8516,2028,8519,4598,1407
+,3661,1421,2832,3184,9458,5864,6547,8976,8883,2108
+,186,3402,9947,4478,551,5728,2112,9658,9268,7692
+,7286,2337,3112,287,3507,753,3115,9390,7145,8059
-,650,0,0,0,0,0,0,0,0,0
+,8964,6273,371,8855,1895,4389,279,1071,2896,698
+,8843,4530,7201,3756,2126,7583,5974,1115,713,9882
